% function evaluation | noise-free fitness - Fopt (-6.211100000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.721416518e+008 +4.721416518e+008 +4.721410307e+008 +4.721410307e+008 +5.0000e+000 -5.0000e+000 +1.4017e+000 +5.0000e+000 +5.0000e+000 +5.0000e+000 -5.0000e+000 -4.3174e+000 -1.9624e+000 +3.0637e+000
2 +2.833216544e+008 +2.833216544e+008 +2.833210332e+008 +2.833210332e+008 -5.0000e+000 -3.9351e+000 +8.7468e-001 +7.9336e-001 -5.0000e+000 +5.0000e+000 +1.6522e-001 -4.7901e+000 +1.4764e+000 +1.1289e-001
5 +1.706697456e+008 +1.706697456e+008 +1.706691245e+008 +1.706691245e+008 +2.4008e+000 +1.0913e+000 +1.3754e-001 -2.1524e+000 -2.7663e+000 +4.5169e+000 +3.4522e+000 -3.3865e+000 -9.8419e-001 +1.4153e+000
7 +9.256894981e+007 +9.256894981e+007 +9.256832870e+007 +9.256832870e+007 -1.5843e+000 +4.4766e+000 -2.4390e+000 +1.5834e+000 -3.8591e+000 +9.9094e-001 +2.7861e-002 +7.5682e-001 -1.4858e+000 -1.9530e-001
33 +4.292388302e+007 +4.292388302e+007 +4.292326191e+007 +4.292326191e+007 +1.2898e-001 +3.1563e+000 +6.6387e-001 -4.8343e+000 -5.0000e+000 -4.2440e+000 -1.2977e+000 +2.7586e+000 +2.3709e+000 +2.1739e+000
190 +2.378566929e+007 +2.378566929e+007 +2.378504818e+007 +2.378504818e+007 -2.4169e+000 +1.6513e+000 +1.3899e+000 -1.9593e+000 -2.0121e+000 -1.1583e+000 -6.9650e-001 -5.3685e-001 +1.6511e+000 +1.4655e+000
631 +1.008458850e+007 +1.008458850e+007 +1.008396739e+007 +1.008396739e+007 +3.9679e-001 +3.4076e+000 +2.5238e+000 -3.4041e+000 -3.1076e+000 -3.0599e+000 +1.8731e+000 -4.8408e-001 +1.7300e+000 +2.1331e+000
916 +8.046543561e+006 +8.046543561e+006 +8.045922451e+006 +8.045922451e+006 +5.0860e-001 +3.8388e+000 +5.2785e-001 -2.5195e+000 -1.5765e+000 -3.8934e-001 +1.3889e+000 -1.2639e+000 +1.2692e+000 -1.3411e-002
1033 +4.946838972e+006 +4.946838972e+006 +4.946217862e+006 +4.946217862e+006 -6.1417e-001 +2.9768e+000 +1.3323e+000 -2.8928e+000 -1.1382e+000 -1.6385e+000 +1.3915e+000 -1.9043e+000 +1.3344e+000 -7.1079e-002
1192 +3.953683167e+006 +3.953683167e+006 +3.953062057e+006 +3.953062057e+006 -8.1339e-002 +3.7903e+000 +9.0054e-001 -3.3929e+000 -9.4435e-001 -1.9297e+000 +6.9252e-001 -1.1339e+000 +2.1141e+000 +6.0359e-001
1380 +2.093417911e+006 +2.093417911e+006 +2.092796801e+006 +2.092796801e+006 -1.8207e+000 +4.5565e+000 -8.7022e-001 -2.9306e+000 +1.7554e+000 -5.2842e-001 +1.5175e+000 -7.3676e-001 +2.0875e+000 -1.3980e+000
1631 +1.474817278e+006 +1.474817278e+006 +1.474196168e+006 +1.474196168e+006 -5.1397e-001 +4.1436e+000 +7.5636e-001 -3.2502e+000 +1.5738e-001 -1.7331e+000 +1.6557e+000 -4.7512e-001 +8.4345e-001 -3.1271e-001
1708 +7.778805707e+005 +7.778805707e+005 +7.772594607e+005 +7.772594607e+005 -7.5335e-001 +4.1883e+000 +7.6100e-001 -3.5051e+000 -5.0384e-001 -2.2997e+000 +1.5294e+000 -9.9850e-001 +1.5053e+000 +1.6342e-002
1912 +5.663110777e+005 +5.663110777e+005 +5.656899677e+005 +5.656899677e+005 -5.3234e-001 +4.1285e+000 +5.4030e-001 -3.2775e+000 -5.5037e-001 -2.1349e+000 +1.3689e+000 -5.9425e-001 +1.2320e+000 -3.3865e-001
2155 +3.529529015e+005 +3.529529015e+005 +3.523317915e+005 +3.523317915e+005 -6.9245e-001 +3.8916e+000 +3.9350e-001 -3.5955e+000 -4.1647e-001 -1.8705e+000 +1.3830e+000 -8.8965e-001 +1.3281e+000 +3.5248e-002
2318 +2.240366121e+005 +2.240366121e+005 +2.234155021e+005 +2.234155021e+005 -1.0785e+000 +3.9653e+000 +5.2232e-001 -3.8141e+000 -5.6067e-001 -2.0809e+000 +1.5155e+000 -7.7787e-001 +1.3852e+000 -1.3111e-001
2423 +1.545036356e+005 +1.545036356e+005 +1.538825256e+005 +1.538825256e+005 -9.9041e-001 +3.8258e+000 +5.4004e-001 -3.8980e+000 -7.2749e-001 -2.1982e+000 +1.4220e+000 -1.0145e+000 +1.1411e+000 -1.7435e-001
2512 +9.152569096e+004 +9.152569096e+004 +9.090458096e+004 +9.090458096e+004 -8.2185e-001 +3.9261e+000 +4.4084e-001 -3.8149e+000 -5.1259e-001 -2.0641e+000 +1.5030e+000 -7.7358e-001 +1.2646e+000 -2.7140e-001
2945 +4.535901698e+004 +4.535901698e+004 +4.473790698e+004 +4.473790698e+004 -9.2101e-001 +4.0174e+000 +5.1946e-001 -3.9322e+000 -7.7998e-001 -2.2115e+000 +1.5094e+000 -8.4680e-001 +1.1020e+000 -2.4307e-001
2983 +3.769909051e+004 +3.769909051e+004 +3.707798051e+004 +3.707798051e+004 -9.2641e-001 +3.9446e+000 +4.8199e-001 -3.8670e+000 -8.1612e-001 -2.2146e+000 +1.4858e+000 -8.4254e-001 +9.8340e-001 -1.7790e-001
3196 +2.385284236e+004 +2.385284236e+004 +2.323173236e+004 +2.323173236e+004 -8.8980e-001 +3.8945e+000 +3.2429e-001 -3.7909e+000 -6.7820e-001 -2.2183e+000 +1.5054e+000 -8.0937e-001 +1.0944e+000 -2.7464e-001
3309 +1.241717870e+004 +1.241717870e+004 +1.179606870e+004 +1.179606870e+004 -8.7228e-001 +3.9346e+000 +3.4633e-001 -3.9053e+000 -6.6537e-001 -2.1843e+000 +1.4489e+000 -8.2095e-001 +1.0492e+000 -3.4518e-001
3426 +7.568268707e+003 +7.568268707e+003 +6.947158707e+003 +6.947158707e+003 -8.7705e-001 +3.9901e+000 +2.6579e-001 -3.9005e+000 -7.3384e-001 -2.1941e+000 +1.4992e+000 -7.7770e-001 +1.0225e+000 -3.0877e-001
